state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
239,PA,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,43.0,46.0,9.0,2.0,,,
240,RI,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,38.0,49.0,10.0,3.0,,,
241,SC,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,47.0,43.0,7.0,3.0,,,
242,SD,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,52.0,31.0,14.0,3.0,,,
243,TN,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,49.0,41.0,8.0,2.0,,,
244,TX,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,47.0,42.0,,,,,
245,UT,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,33.0,30.0,35.0,2.0,,,
246,VT,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,24.0,57.0,17.0,2.0,,,
247,VA,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,40.0,48.0,10.0,2.0,,,
248,WA,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,34.0,53.0,11.0,2.0,,,
249,WV,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,57.0,27.0,10.0,6.0,,,
250,WI,SurveyMonkey,,Likely Voters,Internet,10,28,2016,11,3,2016,43.0,45.0,9.0,3.0,,,
251,AL,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,53.0,35.0,8.0,4.0,,,
252,AK,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,47.0,35.0,16.0,2.0,,,
253,AZ,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,43.0,43.0,11.0,3.0,,,
254,AR,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,53.0,36.0,9.0,2.0,,,
255,CA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,29.0,56.0,12.0,3.0,,,
256,CO,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,40.0,44.0,14.0,2.0,,,
257,CT,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,38.0,52.0,8.0,2.0,,,
258,DC,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,5.0,87.0,8.0,0.0,,,
259,DE,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,36.0,50.0,10.0,4.0,,,
260,FL,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,44.0,47.0,7.0,2.0,,,
261,GA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,45.0,45.0,6.0,4.0,,,
262,HI,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,31.0,52.0,14.0,3.0,,,
263,ID,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,49.0,30.0,20.0,1.0,,,
264,IL,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,36.0,53.0,9.0,2.0,,,
265,IN,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,51.0,36.0,10.0,3.0,,,
266,IA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,47.0,37.0,,,,,
267,KS,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,48.0,37.0,13.0,2.0,,,
268,KY,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,56.0,35.0,8.0,1.0,,,
269,LA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,51.0,37.0,8.0,4.0,,,
270,ME,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,38.0,47.0,11.0,4.0,,,
271,MD,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,26.0,63.0,10.0,1.0,,,
272,MA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,29.0,57.0,11.0,3.0,,,
273,MI,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,42.0,45.0,11.0,2.0,,,
274,MN,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,37.0,47.0,12.0,4.0,,,
275,MS,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,48.0,40.0,9.0,3.0,,,
276,MO,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,48.0,39.0,11.0,2.0,,,
277,MT,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,51.0,34.0,12.0,3.0,,,
278,NE,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,50.0,34.0,12.0,4.0,,,
279,NV,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,44.0,43.0,9.0,4.0,,,
280,NH,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,37.0,47.0,13.0,3.0,,,
281,NJ,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,38.0,54.0,6.0,2.0,,,
282,NM,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,35.0,40.0,22.0,3.0,,,
283,NY,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,32.0,58.0,8.0,2.0,,,
284,NC,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,41.0,49.0,7.0,3.0,,,
285,ND,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,55.0,31.0,11.0,3.0,,,
286,OH,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,46.0,41.0,10.0,3.0,,,
287,OK,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,56.0,32.0,10.0,2.0,,,
288,OR,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,36.0,51.0,10.0,3.0,,,
289,PA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,42.0,47.0,8.0,3.0,,,
290,RI,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,38.0,48.0,11.0,3.0,,,
291,SC,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,47.0,43.0,7.0,3.0,,,
292,SD,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,53.0,29.0,15.0,3.0,,,
293,TN,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,50.0,41.0,8.0,1.0,,,
294,TX,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,46.0,42.0,,,,,
295,UT,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,33.0,30.0,36.0,1.0,,,
296,VT,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,24.0,55.0,17.0,4.0,,,
297,VA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,40.0,48.0,10.0,2.0,,,
298,WA,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,34.0,54.0,11.0,1.0,,,
299,WV,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,59.0,27.0,9.0,5.0,,,
300,WI,SurveyMonkey,,Likely Voters,Internet,10,27,2016,11,2,2016,42.0,44.0,11.0,3.0,,,
301,AL,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,52.0,37.0,7.0,4.0,,,
302,AK,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,46.0,37.0,14.0,3.0,,,
303,AZ,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,43.0,42.0,11.0,4.0,,,
304,AR,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,52.0,38.0,8.0,2.0,,,
305,CA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,30.0,55.0,12.0,3.0,,,
306,CO,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,40.0,43.0,15.0,2.0,,,
307,CT,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,38.0,51.0,9.0,2.0,,,
308,DC,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,4.0,88.0,8.0,0.0,,,
309,DE,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,38.0,50.0,7.0,5.0,,,
310,FL,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,44.0,47.0,7.0,2.0,,,
311,GA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,45.0,44.0,7.0,4.0,,,
312,HI,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,30.0,51.0,16.0,3.0,,,
313,ID,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,47.0,32.0,20.0,1.0,,,
314,IL,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,35.0,52.0,11.0,2.0,,,
315,IN,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,52.0,37.0,9.0,2.0,,,
316,IA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,45.0,39.0,,,,,
317,KS,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,48.0,37.0,13.0,2.0,,,
318,KY,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,57.0,34.0,8.0,1.0,,,
319,LA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,51.0,37.0,8.0,4.0,,,
320,ME,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,37.0,49.0,10.0,4.0,,,
321,MD,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,27.0,63.0,9.0,1.0,,,
322,MA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,29.0,58.0,10.0,3.0,,,
323,MI,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,43.0,44.0,10.0,3.0,,,
324,MN,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,37.0,47.0,12.0,4.0,,,
325,MS,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,47.0,41.0,9.0,3.0,,,
326,MO,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,47.0,39.0,13.0,1.0,,,
327,MT,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,50.0,34.0,14.0,2.0,,,
328,NE,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,52.0,33.0,12.0,3.0,,,
329,NV,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,43.0,42.0,11.0,4.0,,,
330,NH,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,35.0,49.0,12.0,4.0,,,
331,NJ,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,36.0,55.0,6.0,3.0,,,
332,NM,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,34.0,42.0,22.0,2.0,,,
333,NY,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,33.0,57.0,8.0,2.0,,,
334,NC,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,42.0,49.0,7.0,2.0,,,
335,ND,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,54.0,32.0,11.0,3.0,,,
336,OH,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,45.0,42.0,11.0,2.0,,,
337,OK,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,55.0,32.0,11.0,2.0,,,
338,OR,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,36.0,51.0,10.0,3.0,,,
339,PA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,42.0,48.0,8.0,2.0,,,
340,RI,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,36.0,49.0,13.0,2.0,,,
341,SC,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,45.0,44.0,8.0,3.0,,,
342,SD,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,52.0,27.0,18.0,3.0,,,
343,TN,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,51.0,40.0,8.0,1.0,,,
344,TX,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,47.0,41.0,,,,,
345,UT,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,34.0,30.0,34.0,2.0,,,
346,VT,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,26.0,54.0,16.0,4.0,,,
347,VA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,39.0,49.0,10.0,2.0,,,
348,WA,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,34.0,54.0,10.0,2.0,,,
349,WV,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,55.0,29.0,12.0,4.0,,,
350,WI,SurveyMonkey,,Likely Voters,Internet,10,26,2016,11,1,2016,42.0,44.0,11.0,3.0,,,
351,AL,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,55.0,35.0,7.0,3.0,,,
352,AK,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,46.0,38.0,14.0,2.0,,,
353,AZ,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,44.0,43.0,10.0,3.0,,,
354,AR,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,52.0,39.0,7.0,2.0,,,
355,CA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,30.0,55.0,12.0,3.0,,,
356,CO,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,39.0,43.0,16.0,2.0,,,
357,CT,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,39.0,51.0,8.0,2.0,,,
358,DC,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,4.0,88.0,7.0,1.0,,,
359,DE,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,38.0,50.0,8.0,4.0,,,
360,FL,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,45.0,46.0,7.0,2.0,,,
361,GA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,46.0,44.0,7.0,3.0,,,
362,HI,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,32.0,51.0,14.0,3.0,,,
363,ID,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,49.0,31.0,19.0,1.0,,,
364,IL,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,35.0,52.0,12.0,1.0,,,
365,IN,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,51.0,37.0,10.0,2.0,,,
366,IA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,45.0,40.0,,,,,
367,KS,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,47.0,36.0,15.0,2.0,,,
368,KY,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,58.0,31.0,10.0,1.0,,,
369,LA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,51.0,38.0,7.0,4.0,,,
370,ME,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,37.0,49.0,10.0,4.0,,,
371,MD,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,27.0,63.0,8.0,2.0,,,
372,MA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,29.0,58.0,11.0,2.0,,,
373,MI,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,42.0,43.0,12.0,3.0,,,
374,MN,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,37.0,46.0,13.0,4.0,,,
375,MS,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,48.0,41.0,8.0,3.0,,,
376,MO,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,46.0,39.0,13.0,2.0,,,
377,MT,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,49.0,36.0,13.0,2.0,,,
378,NE,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,52.0,32.0,14.0,2.0,,,
379,NV,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,42.0,43.0,12.0,3.0,,,
380,NH,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,35.0,48.0,14.0,3.0,,,
381,NJ,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,35.0,55.0,7.0,3.0,,,
382,NM,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,34.0,44.0,20.0,2.0,,,
383,NY,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,33.0,56.0,10.0,1.0,,,
384,NC,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,44.0,47.0,7.0,2.0,,,
385,ND,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,53.0,31.0,14.0,2.0,,,
386,OH,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,45.0,40.0,11.0,4.0,,,
387,OK,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,54.0,31.0,13.0,2.0,,,
388,OR,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,36.0,51.0,11.0,2.0,,,
389,PA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,41.0,49.0,8.0,2.0,,,
390,RI,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,36.0,49.0,14.0,1.0,,,
391,SC,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,45.0,43.0,9.0,3.0,,,
392,SD,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,53.0,27.0,16.0,4.0,,,
393,TN,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,51.0,38.0,9.0,2.0,,,
394,TX,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,47.0,41.0,,,,,
395,UT,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,33.0,30.0,35.0,2.0,,,
396,VT,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,25.0,53.0,18.0,4.0,,,
397,VA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,38.0,48.0,12.0,2.0,,,
398,WA,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,34.0,53.0,11.0,2.0,,,
399,WV,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,58.0,27.0,12.0,3.0,,,
400,WI,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,42.0,44.0,11.0,3.0,,,
401,WY,SurveyMonkey,,Likely Voters,Internet,10,25,2016,10,31,2016,62.0,22.0,12.0,4.0,,,
402,AL,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,58.0,37.0,0.0,5.0,,,
403,AK,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,55.0,41.0,0.0,4.0,,,
404,AZ,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,51.0,43.0,,,,,
405,AR,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,58.0,37.0,,,,,
406,CA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,38.0,58.0,,,,,
407,CO,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,50.0,,,,,
408,CT,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,43.0,54.0,,,,,
409,DE,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,42.0,55.0,,,,,
410,FL,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,47.0,48.0,,,,,
411,GA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,50.0,45.0,,,,,
412,HI,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,33.0,64.0,,,,,
413,ID,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,61.0,34.0,-1.0,6.0,,,
414,IL,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,41.0,56.0,,,,,
415,IN,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,54.0,42.0,,,,,
416,IA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,48.0,48.0,,,,,
417,KS,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,56.0,39.0,,,,,
418,KY,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,59.0,37.0,,,,,
419,LA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,56.0,40.0,,,,,
420,ME,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,43.0,54.0,,,,,
421,MD,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,38.0,58.0,,,,,
422,MA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,39.0,58.0,,,,,
423,MI,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,51.0,,,,,
424,MN,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,47.0,50.0,,,,,
425,MS,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,55.0,42.0,,,,,
426,MO,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,53.0,44.0,,,,,
427,MT,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,55.0,41.0,,,,,
428,NE,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,58.0,38.0,,,,,
429,NV,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,48.0,,,,,
430,NH,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,47.0,50.0,,,,,
431,NJ,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,40.0,57.0,,,,,
432,NM,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,44.0,50.0,,,,,
433,NY,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,38.0,58.0,,,,,
434,NC,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,48.0,48.0,,,,,
435,ND,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,57.0,37.0,,,,,
436,OH,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,47.0,50.0,,,,,
437,OK,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,63.0,33.0,,,,,
438,OR,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,43.0,50.0,,,,,
439,PA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,50.0,,,,,
440,RI,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,40.0,57.0,,,,,
441,SC,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,54.0,42.0,,,,,
442,SD,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,56.0,40.0,,,,,
443,TN,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,57.0,38.0,,,,,
444,TX,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,55.0,41.0,,,,,
445,UT,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,66.0,29.0,,,,,
446,VT,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,34.0,63.0,-1.0,4.0,,,
447,VA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,50.0,,,,,
448,WA,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,43.0,53.0,,,,,
449,DC,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,13.0,81.0,0.0,6.0,,,
450,WV,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,59.0,36.0,,,,,
451,WI,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,46.0,51.0,,,,,
452,WY,UPI/CVOTER,,Likely Voters,Internet,10,23,2016,10,29,2016,65.0,30.0,0.0,5.0,,,
453,AL,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,54.0,36.0,9.0,1.0,,,
454,AK,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,47.0,39.0,13.0,1.0,,,
455,AZ,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,43.0,43.0,11.0,3.0,,,
456,AR,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,53.0,37.0,8.0,2.0,,,
457,CA,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,30.0,55.0,13.0,2.0,,,
458,CO,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,39.0,44.0,15.0,2.0,,,
459,CT,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,39.0,51.0,8.0,2.0,,,
460,DC,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,4.0,87.0,8.0,1.0,,,
461,DE,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,38.0,51.0,8.0,3.0,,,
462,FL,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,45.0,46.0,7.0,2.0,,,
463,GA,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,46.0,44.0,7.0,3.0,,,
464,HI,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,31.0,52.0,14.0,3.0,,,
465,ID,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,49.0,31.0,18.0,2.0,,,
466,IL,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,34.0,53.0,12.0,1.0,,,
467,IN,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,49.0,37.0,12.0,2.0,,,
468,IA,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,44.0,40.0,,,,,
469,KS,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,47.0,36.0,15.0,2.0,,,
470,KY,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,59.0,31.0,9.0,1.0,,,
471,LA,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,54.0,36.0,7.0,3.0,,,
472,ME,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,38.0,50.0,10.0,2.0,,,
473,MD,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,27.0,63.0,8.0,2.0,,,
474,MA,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,28.0,58.0,12.0,2.0,,,
475,MI,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,42.0,43.0,12.0,3.0,,,
476,MN,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,38.0,47.0,12.0,3.0,,,
477,MS,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,47.0,42.0,8.0,3.0,,,
478,MO,SurveyMonkey,,Likely Voters,Internet,10,24,2016,10,30,2016,46.0,39.0,13.0,2.0,,,
